Is Public Domain;Object ID;Department;Object Name;Title;Period;Artist Display Name;Artist Display Bio;Artist Begin Date;Artist End Date;Artist Wikidata URL;Object Date;Object Begin Date;Object End Date;Medium;Dimensions;Classification;Link Resource;Object Wikidata URL;Repository
TRUE;"1907,0531,0.3";Asia;Woodblock print;Print of Kabuki actors;"Edo period (1615-1868)-Horeki Era (1751-1764)";"Torii Kiyohiro 鳥居清廣 (published by Maruya Kohei)";;;;;"second half of the 18th century";1755;1755;"Paper (woodblock print)";"Height: 42.60 cm,Width: 30.10 cm";Print;https://www.britishmuseum.org/collection/object/A_1907-0531-0-3;;British Museum
