Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1980.222,False,False,True,53610,,Asian Art,1980,Kosode,白繻子地檜垣桜模様小袖|Robe (Kosode) with Cherry Blossoms and Cypress Fence,Japan,Edo period (1615–1868),,,,,,,,,,,,,,,,,second half of the 17th century,1650,1699,Silk and metallic thread embroidery with resist dyeing on satin damask,53 x 53 1/2 in. (134.6 x 135.9 cm),"Purchase, Mary Livingston Griggs and Mary Griggs Burke Foundation Gift, 1980",,,,,,,,,,,,Costumes,,http://www.metmuseum.org/art/collection/search/53610,,,"Metropolitan Museum of Art, New York, NY",,,
