Object/Work Record ID,Object/Work Type,Title Text,Object/Work Culture,Styles/Periods Indexing Terms,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source,Repository/Geographic Location
21.1145,Kimono (hitoe),Kimono (hitoe),Japan,"Edo period 
second half 18th century",1750,1799,"Silk plain weave crepe (chirimen); stencil printed (kata-kaneko, suri-hita) and embroidered with silk and gold-wrapped thread; painted with sumi-ink","Overall: 172.7 x 125.1 cm (68 x 49 1/4 in.)
Other (Collar): 11.4cm (4 1/2in.)",Costumes,https://collections.mfa.org/objects/28742/kimono-hitoe,"Museum of Fine Arts, Boston"
