Object ID,Object Name,Culture,Period,Artist Display Name,Artist Display Bio,Artist Wikidata URL,Object Begin Date,Object End Date,Medium,Dimensions,Classification,Link Resource,Repository,General Subject Terms
"1907,0531,0.3",Woodblock print,Japan,Edo period (1615?1868) - Horeki Era (1751-1764),Torii Kiyohiro íπãèê¥úA,"Japanese, 1737 - 1776",https://www.wikidata.org/wiki/Q6509243,1755,1755,Paper (woodblock print),"Height: 42.60 cm, Width: 30.10 cm",Print,https://www.britishmuseum.org/collection/object/A_1907-0531-0-3,British Museum,Kabuki Actors|Samurai|Tea Ceremony
