Object/Work Record ID,Object/Work Type,Title Text,Object/Work Culture,Styles/Periods Indexing Terms,Creator Identity,Display Biography,Name Source,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source,Repository/Geographic Location,Materials/Techniques Name
62879,Teabowl,Teabowl,Japan,Edo period (1615?1868),Hon'ami K?etsu,"Japanese, 1558?1637",https://www.wikidata.org/wiki/Q3139920,1590,1610,"Clay covered with glaze, except on lower part where it is left bare",H. 4 1/2 in. (11.4 cm); Diam. 4 5/8 in. (11.7 cm),Ceramics,http://www.metmuseum.org/art/collection/search/62879,"Metropolitan Museum of Art, New York, NY",Kintsugi
