title,dateIssued,namePart,typeOfResource,electronicResource,extent,agent,topic,geographic,relatedItem
The book of tea,1906 (original publication) | 2019 (electronic version),Okakura Kakuzo,1 online resource : PDF (electronic version)|Book/Printed Material (original publication),https://www.loc.gov/resource/gdcebookspublic.2019299129/ ,https://www.wikidata.org/wiki/Q7719311,Standard Ebooks,Japanese tea ceremony|Sen no Rikyu|Hon'ami Koetsu|tea room|ikebana|wabi sabi|zen,Japan,Water Lilies
