Object/Work Record ID,Object/Work Type,Title Text,Object/Work Culture,Styles/Periods Indexing Terms,Creator Identity,Display Biography,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source,Object/Work Record ID,Repository/Geographic Location,Subject Matter
845141,Hanging scroll,êÁóòãxëúÇ…à‚òÛ (Sen no Riky? z? ni yuige) |Portrait of Sen no Riky? with his Death Poem,Japan,Edo period (1615?1868),Unidentified artist,"Japanese, 1705?1751",1600,1633,Hanging scroll; ink and color on silk,"Image: 30 9/16 Å~ 13 1/2 in. (77.7 Å~ 34.3 cm)

Overall with mounting: 63 3/8 Å~ 14 5/8 in. (161 Å~ 37.1 cm)

Overall with knobs: 63 3/8 Å~ 16 in. (161 Å~ 40.6 cm)",Paintings,http://www.metmuseum.org/art/collection/search/845141,https://www.wikidata.org/wiki/Q126119266,"Metropolitan Museum of Art, New York, NY",Sen no Riky?
