title,dateIssued,namePart,typeOfResource,electronicResource,extent,agent,topic,geographic
Mysterious Japan,1922,Julian Street,print book (online resource),https://archive.org/details/mysteriousjapan00streuoft/,https://boudewijnhuijgens.getarchive.net/media/mysterious-japan-1922-14589619628-cb69a5,"Garden City, Doubleday",Japan -- Description and travel | roji,Japan
