Object/Work Record ID,Object/Work Type,Title Text,Object/Work Culture,Creator Identity,Display Biography,Name Source,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source,Object/Work Record ID,Repository/Geographic Location,General Subject Terms,Related Works
1992.9.1,Painting,The Japanese Footbridge,Europe,Claude Monet,"French, Paris 1840?1926 Giverny",https://www.wikidata.org/wiki/Q296,1899,1899,Oil on canvas,"overall: 81.3 x 101.6 cm (32 x 40 in.)
framed: 101 x 120.7 x 7.6 cm (39 3/4 x 47 1/2 x 3 in.)",Paintings,https://www.nga.gov/artworks/74796-japanese-footbridge,https://www.wikidata.org/wiki/Q12858617,National Gallery of Art,Bridges|Ponds|Water Lilies,Water Lilies
