title,dateIssued,namePart,typeOfResource,electronicResource,extent,agent,topic,geographic
Ikebana hinagata densho,1600,宗雅持,Manuscript,https://archive.org/details/ikebanahinagata00,https://www.wikidata.org/wiki/Q7719311,Smithsonian Libraries,ikebana,Japan
