Object/Work Record ID,Object/Work Type,Title Text,Object/Work Culture,Styles/Periods Indexing Terms,Creator Identity,Display Biography,Name Source,Earliest Date,Latest Date,Materials/Techniques Description,Dimensions Description,Classification Term,Image Source,Repository/Geographic Location
752041,Tea scoop,Tea Scoop (Chashaku),Japan,Momoyama period (1573?1615),Sen no Riky?,"Japanese, 1522?1591",https://www.wikidata.org/wiki/Q305477,1580,1589,Bent and carved bamboo,L. 7 1/16 in. (17.9 cm),Bamboo,https://www.metmuseum.org/art/collection/search/752041,"Metropolitan Museum of Art, New York, NY"
