Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
29.100.113,True,True,False,437127,819,European Paintings,1929,Painting,Bridge over a Pond of Water Lilies,,,,,,16213,Artist, ,Claude Monet,"French, Paris 1840–1926 Giverny", ,"Monet, Claude",French,1840      ,1926      ,,http://vocab.getty.edu/page/ulan/500019484,https://www.wikidata.org/wiki/Q296,1899,1899,1899,Oil on canvas,36 1/2 x 29 in. (92.7 x 73.7 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437127,https://www.wikidata.org/wiki/Q19905213,,"Metropolitan Museum of Art, New York, NY",Bridges|Ponds|Water Lilies,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300008688| ,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q3253281|https://www.wikidata.org/wiki/Q3347071
